,ParentAirline,Airline,AircraftType,Current,Future,Historic,Total,Orders,UnitCost,TotalCost(Current),AverageAge,Region
808,IAG,Aer Lingus Regional,ATR 42/72,11.0,,12.0,23.0,,$22,$243,4.8, Europe
809,IAG,British Airways,Boeing 737,,,123.0,123.0,,$74,$0,, Europe
810,IAG,Iberia,Boeing 737,,,10.0,10.0,,$74,$0,, Europe
811,IAG,Aer Lingus,Boeing 737,,,38.0,38.0,,$74,$0,, Europe
812,IAG,Iberia,Boeing 747,,,21.0,21.0,,$316,$0,, Europe
813,IAG,British Airways,Boeing 747,37.0,,64.0,101.0,,$316,"$11,685",20.4, Europe
814,IAG,Aer Lingus,Boeing 747,,,4.0,4.0,,$316,$0,, Europe
815,IAG,British Airways,Boeing 757,,,56.0,56.0,,$73,$0,, Europe
816,IAG,Iberia,Boeing 757,,,30.0,30.0,,$73,$0,, Europe
817,IAG,OpenSkies,Boeing 757,3.0,,1.0,4.0,,$73,$218,24.5, Europe
818,IAG,Aer Lingus,Boeing 757,4.0,,,4.0,,$73,$290,20.1, Europe
819,IAG,Iberia,Boeing 767,,,2.0,2.0,,$187,$0,, Europe
820,IAG,British Airways,Boeing 767,7.0,,24.0,31.0,,$187,"$1,308",21.9, Europe
821,IAG,OpenSkies,Boeing 767,1.0,,,1.0,,$187,$187,26.1, Europe
822,IAG,Aer Lingus,Boeing 767,,,3.0,3.0,,$187,$0,, Europe
823,IAG,British Airways,Boeing 777,58.0,,3.0,61.0,,$295,"$17,084",14.4, Europe
824,IAG,British Airways,Boeing 787 Dreamliner,23.0,1.0,,24.0,20.0,$265,"$6,097",1.6, Europe
825,IAG,British Airways,British Aerospace BAe 146/Avro RJ,,,4.0,4.0,,$14,$0,, Europe
826,IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,,,12.0,12.0,,$14,$0,, Europe
827,IAG,Air Nostrum/Iberia Regional,British Aerospace BAe 146/Avro RJ,,,3.0,3.0,,$14,$0,, Europe
828,IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,,,12.0,12.0,,$14,$0,, Europe
829,IAG,British Airways,British Aerospace BAe ATP,,,16.0,16.0,,$14,$0,, Europe
830,IAG,Air Nostrum/Iberia Regional,Canadair CRJ-100 Series,11.0,,26.0,37.0,,$32,$350,15.9, Europe
831,IAG,Air Nostrum/Iberia Regional,Canadair CRJ-1000,16.0,2.0,,18.0,21.0,$49,$784,3.7, Europe
832,IAG,Air Nostrum/Iberia Regional,Canadair CRJ-900,13.0,,,13.0,,$46,$598,10.3, Europe
833,IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,,,1.0,1.0,,$7,$0,, Europe
834,IAG,British Airways,De Havilland Canada DHC-8 Dash 8,,,2.0,2.0,,$7,$0,, Europe
835,IAG,Air Nostrum/Iberia Regional,De Havilland Canada DHC-8 Dash 8,,,19.0,19.0,,$7,$0,, Europe
836,IAG,BA CityFlyer,Embraer ERJ-170,6.0,,,6.0,,$39,$232,7.1, Europe
837,IAG,BA CityFlyer,Embraer ERJ-190,14.0,,,14.0,,$46,$647,5.8, Europe
838,IAG,Air Nostrum/Iberia Regional,Fokker F50 / F60,,,37.0,37.0,,$18,$0,, Europe
839,IAG,Aer Lingus,Fokker F50 / F60,,,8.0,8.0,,$18,$0,, Europe
840,IAG,British Airways,Fokker F70 / F100,,,6.0,6.0,,$20,$0,, Europe
841,IAG,British Airways,Lockheed L-1011 TriStar,,,6.0,6.0,,$190,$0,, Europe
842,IAG,British Airways,McDonnell Douglas DC-10,,,8.0,8.0,,$145,$0,, Europe
843,IAG,Iberia,McDonnell Douglas DC-10,,,13.0,13.0,,$145,$0,, Europe
844,IAG,Iberia,McDonnell Douglas DC-8,,,17.0,17.0,,$6,$0,, Europe
845,IAG,Aer Lingus,McDonnell Douglas DC-8,,,2.0,2.0,,$6,$0,, Europe
846,IAG,Iberia,McDonnell Douglas DC-9,,,50.0,50.0,,$45,$0,, Europe
847,IAG,Aer Lingus,McDonnell Douglas MD-11,,,1.0,1.0,,$175,$0,, Europe
848,IAG,Iberia,McDonnell Douglas MD-80,,,39.0,39.0,,$45,$0,, Europe
849,IAG,BA CityFlyer,Saab 2000,2.0,,1.0,3.0,,$12,$24,22.1, Europe
850,IAG,British Airways,Saab 340,,,11.0,11.0,,$8,$0,, Europe
851,Iceland Air Group,Iceland Air Group,Boeing 737,,,8.0,8.0,16.0,$74,$0,, Europe
852,Iceland Air Group,Iceland Air Group,Boeing 747,,,1.0,1.0,,$316,$0,, Europe
853,Iceland Air Group,Iceland Air Group,Boeing 757,28.0,,13.0,41.0,,$73,"$2,030",21.5, Europe
854,Iceland Air Group,Iceland Air Group,Boeing 767,4.0,,5.0,9.0,,$187,$748,18.0, Europe
855,Iceland Air Group,Iceland Air Group,Boeing 787,,,,,1.0,$265,$0,, Europe
856,Iceland Air Group,Iceland Air Group,McDonnell Douglas DC-8,,,17.0,17.0,,$6,$0,, Europe
857,IndiGo,IndiGo,Airbus A320,124.0,10.0,16.0,150.0,400.0,$98,"$12,152",5.2, Asia
858,IndiGo,IndiGo,Airbus A321,,,,,20.0,$115,$0,, Asia
859,Interjet,Interjet,Airbus A320,45.0,1.0,4.0,50.0,40.0,$98,"$4,410",8.5, North America
860,Interjet,Interjet,Airbus A321,3.0,,,3.0,10.0,$115,$345,0.2, North America
861,Interjet,Interjet,Sukhoi Superjet 100,22.0,3.0,,25.0,8.0,$28,$605,2.8, North America
862,Japan Airlines,Japan Airlines,Airbus A300,,,22.0,22.0,,$75,$0,, Asia
863,Japan Airlines,Japan Airlines,Airbus A350,,,,,31.0,$312,$0,, Asia
864,Japan Airlines,Japan Air Commuter (60% owned),ATR 42-600,,,,,8.0,$20,$0,, Asia
865,Japan Airlines,Japan Airlines,Boeing 737,50.0,,7.0,57.0,,$74,"$3,699",6.9, Asia
866,Japan Airlines,Japan Transocean Air (72.8%),Boeing 737,13.0,1.0,22.0,36.0,10.0,$74,$962,16.6, Asia
867,Japan Airlines,Japan Airlines,Boeing 747,,,114.0,114.0,,$316,$0,, Asia
868,Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,,,2.0,2.0,,$187,$0,, Asia
869,Japan Airlines,Japan Airlines,Boeing 767,39.0,,21.0,60.0,,$187,"$7,289",11.5, Asia
870,Japan Airlines,Japan Airlines,Boeing 777,40.0,,6.0,46.0,,$295,"$11,782",13.4, Asia
871,Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31.0,6.0,,37.0,14.0,$265,"$8,218",2.6, Asia
872,Japan Airlines,J-Air,Canadair CRJ-200 Series,8.0,,2.0,9.0,,$32,$255,12.9, Asia
873,Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10.0,,2.0,11.0,,$31,$313,12.0, Asia
874,Japan Airlines,J-Air,Embraer ERJ-170,17.0,,,17.0,3.0,$39,$658,5.3, Asia
875,Japan Airlines,J-Air,Embraer ERJ-190,3.0,1.0,,5.0,17.0,$46,$139,0.4, Asia
876,Japan Airlines,Japan Airlines,McDonnell Douglas DC-10,,,20.0,20.0,,$145,$0,, Asia
877,Japan Airlines,Japan Airlines,McDonnell Douglas DC-8,,,58.0,58.0,,$6,$0,, Asia
878,Japan Airlines,Japan Airlines,McDonnell Douglas MD-11,,,10.0,10.0,,$175,$0,, Asia
879,Japan Airlines,Japan Airlines,McDonnell Douglas MD-80,,,19.0,19.0,,$45,$0,, Asia
880,Japan Airlines,Japan Airlines,McDonnell Douglas MD-90,,,16.0,16.0,,$45,$0,, Asia
881,Japan Airlines,Japan Airlines,Mitsubishi MRJ90,,,,,35.0,$47,$0,, Asia
882,Japan Airlines,J-Air,Mitsubishi MRJ90,,,,,35.0,$47,$0,, Asia
883,Japan Airlines,Japan Air Commuter (60% owned),Saab 340,9.0,,2.0,11.0,,$8,$72,21.3, Asia
884,Japan Airlines,Hokkaido Air System (57.3%),Saab 340,3.0,,,3.0,2.0,$8,$24,18.3, Asia
885,Jazz Airlines,Jazz Airlines,Bombardier Q400 Nextgen,39.0,,8.0,8.0,10.0,$31,"$1,221",, North America
886,Jazz Airlines,Jazz Airlines,Canadair CRJ-200,14.0,,44.0,58.0,,$32,$446,13.4, North America
887,Jazz Airlines,Jazz Airlines,Canadair CRJ-705,16.0,5.0,,21.0,,$41,$656,11.4, North America
888,Jazz Airlines,Jazz Airlines,Canadair CRJ-900,,,,,5.0,$46,$0,, North America
889,Jazz Airlines,Jazz Airlines,De Havilland Canada DHC-8 Dash 8,47.0,,22.0,108.0,,$31,"$1,471",16.6, North America
890,Jet Airways,Jet Airways,Airbus A320,,,1.0,1.0,,$98,$0,, Asia
891,Jet Airways,Jet Airways,Airbus A330,11.0,,5.0,16.0,,$240,"$2,640",7.0, Asia
892,Jet Airways,Jet Airways,Airbus A340,,,3.0,3.0,,$216,$0,, Asia
893,Jet Airways,Jet Airways,ATR 42/72,13.0,,8.0,21.0,,$22,$287,7.4, Asia
894,Jet Airways,Jet Airways,Boeing 737,70.0,,53.0,123.0,75.0,$74,"$5,179",7.4, Asia
895,Jet Airways,Jet Airways,Boeing 777,9.0,,1.0,10.0,,$295,"$2,651",9.3, Asia
896,Jet Airways,Jet Airways,Boeing 787,,,,,10.0,$265,$0,, Asia
897,Jet2,Jet2,Airbus A320,,,2.0,2.0,,$98,$0,, Europe
898,Jet2,Jet2,Airbus A321,,,1.0,1.0,,$115,$0,, Europe
899,Jet2,Jet2,Boeing 737,50.0,4.0,17.0,71.0,25.0,$74,"$3,699",18.8, Europe
900,Jet2,Jet2,Boeing 757,11.0,,5.0,16.0,,$73,$798,26.8, Europe
901,Jet2,Jet2,British Aerospace BAe 146/Avro RJ,,,1.0,1.0,,$14,$0,, Europe
902,JetBlue,JetBlue Airways,Airbus A320,130.0,,12.0,142.0,25.0,$98,"$12,740",11.3, North America
903,JetBlue,JetBlue Airways,Airbus A321,35.0,4.0,,39.0,87.0,$115,"$4,022",1.6, North America
904,JetBlue,JetBlue Airways,Embraer ERJ-190,60.0,,4.0,64.0,24.0,$46,"$2,772",8.2, North America
905,Juneyao Airlines,Juneyao Airlines,Airbus A319,,,2.0,2.0,,$90,$0,, Asia
906,Juneyao Airlines,Juneyao Airlines,Airbus A320,41.0,,,41.0,,$98,"$4,018",5.2, Asia
907,Juneyao Airlines,Juneyao Airlines,Airbus A321,18.0,2.0,,20.0,1.0,$115,"$2,068",1.4, Asia
908,Kenya Airways,Kenya Airways,Airbus A310,,,6.0,6.0,,$75,$0,, Africa
909,Kenya Airways,Kenya Airways,Boeing 737,12.0,,16.0,28.0,,$74,$888,8.1, Africa
910,Kenya Airways,Jambojet Limited,Boeing 737,2.0,,1.0,3.0,,$74,$148,19.7, Africa
911,Kenya Airways,Kenya Airways,Boeing 757,,,1.0,1.0,,$73,$0,, Africa
912,Kenya Airways,Kenya Airways,Boeing 767,,,12.0,12.0,,$187,$0,, Africa
913,Kenya Airways,Kenya Airways,Boeing 777,,,7.0,7.0,,$295,$0,, Africa
914,Kenya Airways,Kenya Airways,Boeing 787 Dreamliner,7.0,,2.0,9.0,,$265,"$1,856",2.4, Africa
915,Kenya Airways,Jambojet Limited,De Havilland Canada DHC-8 Dash 8,1.0,,,1.0,,$31,$31,14.8, Africa
916,Kenya Airways,Kenya Airways,Embraer ERJ-170,,,5.0,5.0,,$39,$0,, Africa
917,Kenya Airways,Kenya Airways,Embraer ERJ-190,15.0,,,15.0,,$46,$693,4.4, Africa
918,Kenya Airways,Kenya Airways,Fokker F50 / F60,,,3.0,3.0,,$18,$0,, Africa
919,Kenya Airways,Kenya Airways,McDonnell Douglas DC-8,,,2.0,2.0,,$6,$0,, Africa
920,Kenya Airways,Kenya Airways,McDonnell Douglas DC-9,,,2.0,2.0,,$45,$0,, Africa
921,Korean Air,Korean Air,Airbus A300,,,40.0,40.0,,$75,$0,, Asia
922,Korean Air,Korean Air,Airbus A321neo,,,,,30.0,$126,$0,, Asia
923,Korean Air,Korean Air,Airbus A330,29.0,,1.0,30.0,11.0,$240,"$6,960",12.0, Asia
924,Korean Air,Korean Air,Airbus A380,10.0,,,10.0,,$433,"$4,326",4.7, Asia
925,Korean Air,Korean Air,Boeing 727,,,1.0,1.0,,$4,$0,, Asia
926,Korean Air,Korean Air,Boeing 737,40.0,,11.0,51.0,51.0,$74,"$2,959",9.6, Asia
927,Korean Air,Jin Air,Boeing 737,18.0,,,18.0,,$74,"$1,332",11.2, Asia
928,Korean Air,Korean Air,Boeing 747,34.0,4.0,50.0,88.0,7.0,$316,"$10,737",10.8, Asia
929,Korean Air,Korean Air,Boeing 777,48.0,1.0,4.0,53.0,14.0,$295,"$14,138",7.5, Asia
930,Korean Air,Jin Air,Boeing 777,4.0,,,4.0,,$295,"$1,178",10.7, Asia
931,Korean Air,Korean Air,Boeing 787 Dreamliner,,3.0,,3.0,10.0,$265,$0,, Asia
932,Korean Air,Korean Air,Bombardier BD-500 CSeries,,1.0,,1.0,,$82,$0,, Asia
933,Korean Air,Korean Air,Bombardier CS300,,,,,10.0,$72,$0,, Asia
934,Korean Air,Korean Air,Eurocopter EC135,5.0,,,5.0,,,$0,5.9, Asia
935,Korean Air,Korean Air,Fokker F70 / F100,,,12.0,12.0,,$20,$0,, Asia
936,Korean Air,Korean Air,McDonnell Douglas DC-10,,,6.0,6.0,,$145,$0,, Asia
937,Korean Air,Korean Air,McDonnell Douglas DC-8,,,6.0,6.0,,$6,$0,, Asia
938,Korean Air,Korean Air,McDonnell Douglas DC-9,,,2.0,2.0,,$45,$0,, Asia
939,Korean Air,Korean Air,McDonnell Douglas MD-11,,,5.0,5.0,,$175,$0,, Asia
940,Korean Air,Korean Air,McDonnell Douglas MD-80,,,16.0,16.0,,$45,$0,, Asia
941,LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A319,23.0,,2.0,25.0,,$90,"$2,061",9.1, South America
942,LATAM Airlines Chile,LATAM Airlines Chile,Airbus A319,17.0,,,17.0,,$90,"$1,523",9.7, South America
943,LATAM Airlines Chile,LATAM Airlines Ecuador,Airbus A319,6.0,,,6.0,,$90,$538,7.0, South America
944,LATAM Airlines Chile,LATAM Airlines Peru,Airbus A319,8.0,,,2.0,,$90,$717,11.2, South America
945,LATAM Airlines Chile,LATAM Airlines Argentina,Airbus A320,14.0,,,14.0,,$98,"$1,372",14.6, South America
946,LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A320,73.0,1.0,7.0,81.0,33.0,$98,"$7,154",10.0, South America
947,LATAM Airlines Chile,LATAM Airlines Chile,Airbus A320,56.0,,3.0,59.0,20.0,$98,"$5,488",4.8, South America
948,LATAM Airlines Chile,LATAM Airlines Peru,Airbus A320-200,14.0,,,,,$98,"$1,372",, South America
949,LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A321,31.0,,,31.0,20.0,$115,"$3,562",3.4, South America
950,LATAM Airlines Chile,LATAM Airlines Chile,Airbus A321,16.0,,,16.0,1.0,$115,"$1,838",1.0, South America
951,LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A350 XWB,6.0,2.0,,8.0,24.0,$312,"$1,872",0.5, South America
952,LATAM Airlines Chile,LATAM Airlines Argentina,Boeing 767,3.0,,,3.0,,$187,$561,10.3, South America
953,LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 767,14.0,,,14.0,6.0,$187,"$2,617",6.2, South America
954,LATAM Airlines Chile,LATAM Airlines Chile,Boeing 767,20.0,,2.0,22.0,,$187,"$3,738",9.8, South America
955,LATAM Airlines Chile,LATAM Airlines Ecuador,Boeing 767,3.0,,,,,$187,$561,, South America
956,LATAM Airlines Chile,LATAM Cargo Brazil,Boeing 767,3.0,,,3.0,,$187,$561,12.6, South America
957,LATAM Airlines Chile,LATAM Cargo Chile,Boeing 767,3.0,,,3.0,,$187,$561,12.3, South America
958,LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 777,10.0,,,10.0,,$295,"$2,946",5.7, South America
959,LATAM Airlines Chile,LATAM Cargo Chile,Boeing 777,2.0,,,2.0,,$295,$589,7.6, South America
960,LATAM Airlines Chile,LATAM Airlines Peru,Boeing 787,3.0,,,,,$265,$795,, South America
961,LATAM Airlines Chile,LATAM Airlines Chile,Boeing 787 Dreamliner,22.0,1.0,,23.0,10.0,$265,"$5,832",2.0, South America
962,Lion Air,Lion Air,Airbus A310,,,1.0,1.0,,$75,$0,, Asia
963,Lion Air,Batik Air,Airbus A320,27.0,1.0,,28.0,,$98,"$2,646",1.1, Asia
964,Lion Air,Lion Air,Airbus A320,,,,,221.0,$98,$0,, Asia
965,Lion Air,Lion Air,Airbus A330,3.0,,,3.0,,$240,$720,1.1, Asia
966,Lion Air,Malindo Air,Airbus A330,,,,,1.0,$240,$0,, Asia
967,Lion Air,Malindo Air,ATR 42/72,16.0,,,16.0,,$22,$354,2.1, Asia
968,Lion Air,Wings Air,ATR 42/72,51.0,3.0,,54.0,10.0,$22,"$1,127",3.6, Asia
969,Lion Air,Thai Lion Air,ATR 42/72,,,1.0,1.0,,$22,$0,, Asia
970,Lion Air,Lion Air,Boeing 737,108.0,4.0,19.0,131.0,204.0,$74,"$7,990",5.3, Asia
971,Lion Air,Batik Air,Boeing 737,14.0,,6.0,20.0,,$74,"$1,036",2.6, Asia
972,Lion Air,Malindo Air,Boeing 737,25.0,1.0,1.0,27.0,,$74,"$1,850",2.0, Asia
973,Lion Air,Thai Lion Air,Boeing 737,24.0,,,24.0,8.0,$74,"$1,776",1.6, Asia
974,Lion Air,Lion Air,Boeing 747,2.0,,,2.0,,$316,$632,27.3, Asia
975,Lion Air,Wings Air,De Havilland Canada DHC-8 Dash 8,,,3.0,3.0,,$7,$0,, Asia
976,Lion Air,Lion Air,McDonnell Douglas MD-80,,,20.0,20.0,,$45,$0,, Asia
977,Lion Air,Wings Air,McDonnell Douglas MD-80,,,16.0,16.0,,$45,$0,, Asia
978,Lion Air,Lion Air,McDonnell Douglas MD-90,,,5.0,5.0,,$45,$0,, Asia
979,LOT Polish Airlines,LOT Polish Airlines,ATR 42/72,,,8.0,8.0,,$22,$0,, Europe
980,LOT Polish Airlines,LOT Polish Airlines,Boeing 737,3.0,,23.0,26.0,10.0,$74,$222,19.9, Europe
981,LOT Polish Airlines,LOT Polish Airlines,Boeing 767,,,10.0,10.0,,$187,$0,, Europe
982,LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6.0,1.0,,7.0,2.0,$265,"$1,591",3.6, Europe
983,LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10.0,,,10.0,,$31,$313,4.3, Europe
984,LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,,,14.0,14.0,,$20,$0,, Europe
985,LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18.0,,6.0,24.0,,$39,$697,9.8, Europe
986,LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6.0,,,6.0,,$46,$277,5.0, Europe
987,LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,,,3.0,3.0,,$145,$0,, Europe
988,LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,,,1.0,1.0,,$6,$0,, Europe
989,LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,,,1.0,1.0,,$16,$0,, Europe
990,Lufthansa,Lufthansa,Airbus A300,,,26.0,26.0,,$75,$0,, Europe
991,Lufthansa,Lufthansa,Airbus A310,,,25.0,25.0,,$75,$0,, Europe
992,Lufthansa,Austrian Airlines,Airbus A310,,,4.0,4.0,,$75,$0,, Europe
993,Lufthansa,Lufthansa,Airbus A319,30.0,,5.0,35.0,,$90,"$2,688",14.9, Europe
994,Lufthansa,Austrian Airlines,Airbus A319,7.0,,,7.0,,$90,$627,12.0, Europe
995,Lufthansa,Brussels Airlines,Airbus A319,21.0,1.0,1.0,23.0,2.0,$90,"$1,882",12.6, Europe
996,Lufthansa,Germanwings,Airbus A319,43.0,,7.0,50.0,,$90,"$3,853",10.8, Europe
997,Lufthansa,Swiss International Airlines,Airbus A319,5.0,,3.0,8.0,,$90,$448,20.0, Europe
998,Lufthansa,Brussels Airlines,Airbus A319,21.0,1.0,1.0,23.0,2.0,$90,"$1,882",12.6, Europe
999,Lufthansa,Eurowings,Airbus A319,,,5.0,5.0,6.0,$90,$0,, Europe
1000,Lufthansa,Lufthansa,Airbus A320,66.0,1.0,26.0,93.0,77.0,$98,"$6,468",9.3, Europe
1001,Lufthansa,Austrian Airlines,Airbus A320,18.0,,,18.0,,$98,"$1,764",14.8, Europe
1002,Lufthansa,Brussels Airlines,Airbus A320,9.0,,,9.0,1.0,$98,$882,13.1, Europe
1003,Lufthansa,Eurowings,Airbus A320,21.0,4.0,4.0,29.0,33.0,$98,"$2,058",1.3, Europe
1004,Lufthansa,Eurowings Europe,Airbus A320,3.0,,,3.0,,$98,$294,0.7, Europe
1005,Lufthansa,Germanwings,Airbus A320,16.0,,10.0,26.0,,$98,"$1,568",25.4, Europe
1006,Lufthansa,Swiss International Airlines,Airbus A320,22.0,,4.0,26.0,,$98,"$2,156",16.6, Europe
1007,Lufthansa,Edelweiss Air,Airbus A320,6.0,,,6.0,,$98,$588,15.7, Europe
1008,Lufthansa,Brussels Airlines,Airbus A320,9.0,,,9.0,1.0,$98,$882,13.1, Europe
1009,Lufthansa,Lufthansa,Airbus A321,64.0,,,64.0,40.0,$115,"$7,354",12.0, Europe
1010,Lufthansa,Austrian Airlines,Airbus A321,6.0,,,6.0,,$115,$689,19.1, Europe
1011,Lufthansa,Swiss International Airlines,Airbus A321,9.0,,4.0,13.0,,$115,"$1,034",14.5, Europe
1012,Lufthansa,Austrian Airlines,Airbus A330,,,4.0,4.0,,$115,$0,, Europe
1013,Lufthansa,Lufthansa,Airbus A330,19.0,,5.0,24.0,,$240,"$4,560",9.6, Europe
1014,Lufthansa,Brussels Airlines,Airbus A330,9.0,1.0,,10.0,1.0,$240,"$2,160",19.3, Europe
1015,Lufthansa,Eurowings,Airbus A330,6.0,1.0,,7.0,1.0,$240,"$1,440",12.7, Europe
1016,Lufthansa,Swiss International Airlines,Airbus A330,14.0,,15.0,29.0,,$240,"$3,360",6.2, Europe
1017,Lufthansa,Edelweiss Air,Airbus A330,2.0,,2.0,4.0,,$240,$480,3.4, Europe
1018,Lufthansa,Brussels Airlines,Airbus A330,9.0,1.0,,10.0,1.0,$240,"$2,160",19.3, Europe
1019,Lufthansa,Austrian Airlines,Airbus A340,,,4.0,4.0,,$216,$0,, Europe
1020,Lufthansa,Lufthansa,Airbus A340,42.0,,20.0,62.0,,$216,"$9,053",13.5, Europe
1021,Lufthansa,Swiss International Airlines,Airbus A340,10.0,,5.0,15.0,,$216,"$2,156",14.5, Europe
1022,Lufthansa,Edelweiss Air,Airbus A340,1.0,2.0,,3.0,3.0,$216,$216,13.1, Europe
1023,Lufthansa,Lufthansa CityLine,Airbus A340,5.0,,,,,$216,"$1,078",, Europe
1024,Lufthansa,Lufthansa,Airbus A350 XWB,,6.0,,6.0,25.0,$312,$0,, Europe
1025,Lufthansa,Lufthansa,Airbus A380,14.0,,,14.0,,$433,"$6,056",5.2, Europe
1026,Lufthansa,Lufthansa CityLine,ATR 42/72,,,7.0,7.0,,$22,$0,, Europe
1027,Lufthansa,Eurowings,ATR 42/72,,,45.0,45.0,,$22,$0,, Europe
1028,Lufthansa,Air Dolomiti,ATR 42/72,,,29.0,29.0,,$22,$0,, Europe
1029,Lufthansa,Swiss Global Airlines,Avro RJ100,10.0,,,,,$30,$295,, Europe
1030,Lufthansa,Germanwings,Boeing 717,,,2.0,2.0,,$37,$0,, Europe
1031,Lufthansa,Lufthansa,Boeing 727,,,1.0,1.0,,$4,$0,, Europe
1032,Lufthansa,Lufthansa,Boeing 737,,,155.0,155.0,,$74,$0,, Europe
1033,Lufthansa,Lufthansa Cargo,Boeing 737,,,4.0,4.0,,$74,$0,, Europe
1034,Lufthansa,Austrian Airlines,Boeing 737,,,13.0,13.0,,$74,$0,, Europe
1035,Lufthansa,Brussels Airlines,Boeing 737,,,11.0,11.0,,$74,$0,, Europe
1036,Lufthansa,Eurowings,Boeing 737,2.0,,1.0,3.0,,$74,$148,15.7, Europe
1037,Lufthansa,Brussels Airlines,Boeing 737,,,11.0,11.0,,$74,$0,, Europe
1038,Lufthansa,Lufthansa Cargo,Boeing 747,,,10.0,10.0,,$316,$0,, Europe
1039,Lufthansa,Lufthansa,Boeing 747,32.0,,48.0,80.0,,$316,"$10,106",9.1, Europe
1040,Lufthansa,Lufthansa,Boeing 767,,,3.0,3.0,,$187,$0,, Europe
1041,Lufthansa,Austrian Airlines,Boeing 767,6.0,,,6.0,,$187,"$1,121",20.9, Europe
1042,Lufthansa,Lufthansa,Boeing 777,,,,,34.0,$295,$0,, Europe
1043,Lufthansa,Lufthansa Cargo,Boeing 777,5.0,,,5.0,,$295,"$1,473",2.7, Europe
1044,Lufthansa,Austrian Airlines,Boeing 777,5.0,,,5.0,1.0,$295,"$1,473",16.2, Europe
1045,Lufthansa,Swiss International Airlines,Boeing 777,6.0,1.0,,7.0,,$295,"$1,767",0.7, Europe
1046,Lufthansa,Swiss Global Airlines,Boeing 777-300,6.0,,,,4.0,$320,"$1,921",, Europe
1047,Lufthansa,Swiss International Airlines,Bombardier BD-500 CSeries,4.0,2.0,,6.0,,$82,$328,0.3, Europe
1048,Lufthansa,Swiss Global Airlines,Bombardier CS100,4.0,,,,11.0,$72,$287,, Europe
1049,Lufthansa,Swiss Global Airlines,Bombardier CS300,,,,,15.0,$72,$0,, Europe
1050,Lufthansa,Lufthansa CityLine,British Aerospace BAe 146/Avro RJ,,,23.0,23.0,,$14,$0,, Europe
1051,Lufthansa,Eurowings,British Aerospace BAe 146/Avro RJ,,,18.0,18.0,,$14,$0,, Europe
1052,Lufthansa,Air Dolomiti,British Aerospace BAe 146/Avro RJ,,,6.0,6.0,,$14,$0,, Europe
1053,Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8.0,,25.0,33.0,,$14,$109,18.3, Europe
1054,Lufthansa,Swiss International Airlines,British Aerospace BAe 146/Avro RJ,9.0,,16.0,25.0,,$14,$122,18.2, Europe
1055,Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8.0,,25.0,33.0,,$14,$109,18.3, Europe
1056,Lufthansa,Lufthansa CityLine,Canadair CRJ-100 Series,,,48.0,48.0,,$32,$0,, Europe
1057,Lufthansa,Eurowings,Canadair CRJ-100 Series,,,23.0,23.0,,$32,$0,, Europe
1058,Lufthansa,Air Dolomiti,Canadair CRJ-100 Series,,,5.0,5.0,,$32,$0,, Europe
1059,Lufthansa,Lufthansa CityLine,Canadair CRJ-700,,,20.0,20.0,,$41,$0,, Europe
1060,Lufthansa,Eurowings,Canadair CRJ-700,,,2.0,2.0,,$41,$0,, Europe
1061,Lufthansa,Lufthansa CityLine,Canadair CRJ-900,27.0,,,27.0,,$46,"$1,242",8.6, Europe
1062,Lufthansa,Eurowings,Canadair CRJ-900,8.0,,15.0,23.0,,$46,$368,5.8, Europe
1063,Lufthansa,Lufthansa CityLine,De Havilland Canada DHC-8 Dash 8,,,4.0,4.0,,$7,$0,, Europe
1064,Lufthansa,Air Dolomiti,De Havilland Canada DHC-8 Dash 8,,,3.0,3.0,,$7,$0,, Europe
1065,Lufthansa,Austrian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,,1.0,19.0,,$31,$563,13.1, Europe
1066,Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2.0,,3.0,5.0,,$31,$63,8.3, Europe
1067,Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2.0,,3.0,5.0,,$31,$63,8.3, Europe
